ID,Class
4104.wav,jackhammer
4106.wav,dog_bark
4110.wav,siren
4111.wav,dog_bark
4117.wav,air_conditioner
4118.wav,car_horn
4119.wav,car_horn
4121.wav,drilling
4122.wav,children_playing
4123.wav,siren
4125.wav,siren
4126.wav,siren
4128.wav,dog_bark
4129.wav,jackhammer
4130.wav,children_playing
4131.wav,air_conditioner
4134.wav,drilling
4135.wav,dog_bark
4137.wav,siren
4138.wav,engine_idling
4139.wav,jackhammer
4140.wav,children_playing
4142.wav,jackhammer
4143.wav,engine_idling
4146.wav,drilling
4155.wav,drilling
4158.wav,air_conditioner
4159.wav,air_conditioner
4160.wav,jackhammer
4161.wav,dog_bark
4162.wav,jackhammer
4163.wav,jackhammer
4164.wav,siren
4166.wav,air_conditioner
4168.wav,jackhammer
4169.wav,engine_idling
4170.wav,jackhammer
4171.wav,gun_shot
4172.wav,jackhammer
4174.wav,street_music
4175.wav,siren
4178.wav,children_playing
4179.wav,car_horn
4180.wav,children_playing
4181.wav,air_conditioner
4182.wav,siren
4183.wav,air_conditioner
4184.wav,street_music
4189.wav,gun_shot
4190.wav,engine_idling
4191.wav,siren
4193.wav,car_horn
4197.wav,jackhammer
4198.wav,dog_bark
4199.wav,engine_idling
4200.wav,children_playing
4201.wav,street_music
4203.wav,engine_idling
4204.wav,dog_bark
4205.wav,siren
4206.wav,children_playing
4207.wav,engine_idling
4210.wav,children_playing
4216.wav,drilling
4217.wav,drilling
4218.wav,gun_shot
4220.wav,siren
4222.wav,engine_idling
4224.wav,drilling
4226.wav,dog_bark
4227.wav,air_conditioner
4228.wav,street_music
4231.wav,street_music
4232.wav,siren
4234.wav,air_conditioner
4235.wav,street_music
4236.wav,drilling
4239.wav,engine_idling
4241.wav,air_conditioner
4242.wav,street_music
4244.wav,drilling
4246.wav,jackhammer
4247.wav,street_music
4248.wav,engine_idling
4249.wav,engine_idling
4252.wav,gun_shot
4253.wav,jackhammer
4254.wav,drilling
4255.wav,street_music
4256.wav,air_conditioner
4257.wav,air_conditioner
4260.wav,dog_bark
4262.wav,street_music
4263.wav,dog_bark
4265.wav,dog_bark
4267.wav,engine_idling
4272.wav,air_conditioner
4273.wav,gun_shot
4274.wav,engine_idling
4277.wav,dog_bark
4278.wav,children_playing
4279.wav,drilling
4281.wav,siren
4285.wav,air_conditioner
4286.wav,children_playing
4287.wav,drilling
4288.wav,drilling
4289.wav,jackhammer
4290.wav,children_playing
4291.wav,drilling
4293.wav,jackhammer
4297.wav,street_music
4299.wav,children_playing
4301.wav,air_conditioner
4303.wav,car_horn
4307.wav,engine_idling
4311.wav,children_playing
4313.wav,street_music
4314.wav,engine_idling
4316.wav,jackhammer
4317.wav,children_playing
4319.wav,jackhammer
4320.wav,children_playing
4323.wav,siren
4324.wav,dog_bark
4326.wav,air_conditioner
4327.wav,street_music
4328.wav,street_music
4331.wav,drilling
4333.wav,dog_bark
4335.wav,jackhammer
4337.wav,children_playing
4338.wav,jackhammer
4341.wav,dog_bark
4346.wav,drilling
4349.wav,gun_shot
4350.wav,jackhammer
4351.wav,siren
4352.wav,engine_idling
4353.wav,air_conditioner
4356.wav,engine_idling
4358.wav,air_conditioner
4359.wav,drilling
4361.wav,engine_idling
4362.wav,children_playing
4363.wav,air_conditioner
4364.wav,car_horn
4365.wav,jackhammer
4366.wav,children_playing
4367.wav,engine_idling
4369.wav,car_horn
4371.wav,children_playing
4372.wav,jackhammer
4374.wav,siren
4375.wav,dog_bark
4378.wav,air_conditioner
4379.wav,engine_idling
4381.wav,street_music
4382.wav,street_music
4384.wav,siren
4386.wav,siren
4389.wav,jackhammer
4390.wav,jackhammer
4392.wav,dog_bark
4393.wav,dog_bark
4394.wav,children_playing
4396.wav,siren
4397.wav,gun_shot
4400.wav,air_conditioner
4401.wav,air_conditioner
4406.wav,jackhammer
4408.wav,gun_shot
4411.wav,engine_idling
4412.wav,dog_bark
4413.wav,dog_bark
4415.wav,siren
4416.wav,car_horn
4417.wav,car_horn
4418.wav,drilling
4420.wav,engine_idling
4422.wav,jackhammer
4424.wav,street_music
4425.wav,drilling
4426.wav,gun_shot
4427.wav,street_music
4428.wav,dog_bark
4429.wav,car_horn
4430.wav,street_music
4431.wav,siren
4432.wav,siren
4433.wav,siren
4436.wav,drilling
4437.wav,gun_shot
4438.wav,street_music
4439.wav,engine_idling
4440.wav,car_horn
4442.wav,gun_shot
4443.wav,jackhammer
4444.wav,jackhammer
4446.wav,street_music
4449.wav,air_conditioner
4450.wav,air_conditioner
4451.wav,siren
4453.wav,dog_bark
4454.wav,children_playing
4456.wav,air_conditioner
4458.wav,jackhammer
4459.wav,car_horn
4461.wav,engine_idling
4462.wav,jackhammer
4463.wav,jackhammer
4464.wav,air_conditioner
4467.wav,drilling
4472.wav,siren
4473.wav,siren
4474.wav,jackhammer
4475.wav,siren
4476.wav,siren
4480.wav,siren
4481.wav,car_horn
4482.wav,street_music
4483.wav,car_horn
4485.wav,jackhammer
4486.wav,street_music
4487.wav,siren
4490.wav,air_conditioner
4491.wav,jackhammer
4492.wav,drilling
4493.wav,siren
4498.wav,air_conditioner
4499.wav,children_playing
4500.wav,siren
4502.wav,children_playing
4503.wav,children_playing
4504.wav,children_playing
4506.wav,jackhammer
4509.wav,air_conditioner
4510.wav,engine_idling
4511.wav,jackhammer
4513.wav,gun_shot
4514.wav,jackhammer
4515.wav,street_music
4521.wav,drilling
4522.wav,dog_bark
4523.wav,siren
4525.wav,drilling
4526.wav,air_conditioner
4527.wav,children_playing
4528.wav,air_conditioner
4529.wav,air_conditioner
4530.wav,children_playing
4531.wav,street_music
4532.wav,siren
4534.wav,engine_idling
4535.wav,air_conditioner
4536.wav,street_music
4539.wav,jackhammer
4540.wav,drilling
4541.wav,siren
4542.wav,drilling
4545.wav,children_playing
4547.wav,air_conditioner
4549.wav,engine_idling
4554.wav,siren
4556.wav,car_horn
4557.wav,jackhammer
4559.wav,siren
4561.wav,dog_bark
4562.wav,engine_idling
4563.wav,drilling
4566.wav,children_playing
4568.wav,dog_bark
4569.wav,dog_bark
4570.wav,drilling
4571.wav,drilling
4572.wav,drilling
4573.wav,air_conditioner
4574.wav,children_playing
4575.wav,jackhammer
4578.wav,siren
4581.wav,jackhammer
4583.wav,dog_bark
4584.wav,air_conditioner
4585.wav,air_conditioner
4589.wav,air_conditioner
4592.wav,drilling
4595.wav,dog_bark
4598.wav,drilling
4599.wav,street_music
4601.wav,siren
4602.wav,engine_idling
4604.wav,car_horn
4607.wav,car_horn
4609.wav,children_playing
4610.wav,air_conditioner
4611.wav,dog_bark
4612.wav,air_conditioner
4613.wav,jackhammer
4614.wav,siren
4616.wav,dog_bark
4617.wav,jackhammer
4618.wav,engine_idling
4619.wav,drilling
4622.wav,dog_bark
4623.wav,air_conditioner
4625.wav,car_horn
4628.wav,dog_bark
4629.wav,engine_idling
4630.wav,dog_bark
4632.wav,dog_bark
4633.wav,air_conditioner
4634.wav,air_conditioner
4635.wav,air_conditioner
4636.wav,engine_idling
4637.wav,air_conditioner
4640.wav,children_playing
4641.wav,car_horn
4643.wav,siren
4645.wav,dog_bark
4646.wav,street_music
4647.wav,street_music
4648.wav,street_music
4650.wav,children_playing
4651.wav,dog_bark
4652.wav,siren
4653.wav,siren
4655.wav,dog_bark
4657.wav,children_playing
4658.wav,engine_idling
4659.wav,engine_idling
4661.wav,street_music
4662.wav,jackhammer
4663.wav,dog_bark
4665.wav,car_horn
4666.wav,engine_idling
4667.wav,jackhammer
4668.wav,air_conditioner
4669.wav,street_music
4672.wav,street_music
4674.wav,dog_bark
4676.wav,children_playing
4677.wav,jackhammer
4679.wav,air_conditioner
4680.wav,drilling
4682.wav,jackhammer
4683.wav,dog_bark
4684.wav,siren
4685.wav,jackhammer
4686.wav,air_conditioner
4688.wav,engine_idling
4690.wav,dog_bark
4692.wav,engine_idling
4693.wav,drilling
4695.wav,street_music
4697.wav,jackhammer
4698.wav,street_music
4702.wav,drilling
4703.wav,car_horn
4704.wav,dog_bark
4705.wav,jackhammer
4707.wav,siren
4708.wav,dog_bark
4714.wav,engine_idling
4715.wav,dog_bark
4716.wav,gun_shot
4718.wav,engine_idling
4721.wav,car_horn
4722.wav,street_music
4723.wav,engine_idling
4724.wav,street_music
4725.wav,engine_idling
4726.wav,drilling
4728.wav,air_conditioner
4729.wav,jackhammer
4730.wav,air_conditioner
4732.wav,siren
4733.wav,air_conditioner
4735.wav,siren
4736.wav,drilling
4737.wav,children_playing
4739.wav,jackhammer
4740.wav,air_conditioner
4741.wav,drilling
4742.wav,car_horn
4743.wav,air_conditioner
4745.wav,air_conditioner
4746.wav,jackhammer
4747.wav,drilling
4748.wav,children_playing
4749.wav,air_conditioner
4750.wav,car_horn
4752.wav,drilling
4753.wav,street_music
4754.wav,air_conditioner
4755.wav,drilling
4756.wav,jackhammer
4758.wav,street_music
4759.wav,engine_idling
4762.wav,dog_bark
4763.wav,car_horn
4764.wav,jackhammer
4766.wav,street_music
4767.wav,drilling
4769.wav,children_playing
4770.wav,air_conditioner
4775.wav,children_playing
4776.wav,siren
4778.wav,air_conditioner
4781.wav,engine_idling
4783.wav,engine_idling
4784.wav,air_conditioner
4785.wav,street_music
4786.wav,dog_bark
4787.wav,air_conditioner
4788.wav,children_playing
4789.wav,children_playing
4790.wav,street_music
4791.wav,engine_idling
4792.wav,children_playing
4793.wav,drilling
4794.wav,air_conditioner
4795.wav,children_playing
4796.wav,dog_bark
4799.wav,siren
4800.wav,air_conditioner
4801.wav,engine_idling
4803.wav,children_playing
4804.wav,dog_bark
4805.wav,engine_idling
4806.wav,air_conditioner
4807.wav,street_music
4810.wav,engine_idling
4820.wav,drilling
4821.wav,air_conditioner
4822.wav,drilling
4823.wav,drilling
4824.wav,jackhammer
4826.wav,children_playing
4827.wav,street_music
4828.wav,drilling
4829.wav,jackhammer
4830.wav,gun_shot
4832.wav,drilling
4833.wav,drilling
4834.wav,drilling
4835.wav,drilling
4836.wav,children_playing
4837.wav,siren
4839.wav,engine_idling
4840.wav,air_conditioner
4842.wav,jackhammer
4843.wav,jackhammer
4844.wav,air_conditioner
4846.wav,air_conditioner
4847.wav,car_horn
4851.wav,air_conditioner
4852.wav,air_conditioner
4853.wav,air_conditioner
4854.wav,engine_idling
4857.wav,siren
4858.wav,children_playing
4860.wav,gun_shot
4861.wav,siren
4863.wav,dog_bark
4864.wav,drilling
4866.wav,street_music
4867.wav,street_music
4870.wav,dog_bark
4873.wav,engine_idling
4877.wav,engine_idling
4879.wav,engine_idling
4880.wav,dog_bark
4881.wav,jackhammer
4883.wav,car_horn
4884.wav,street_music
4886.wav,dog_bark
4887.wav,dog_bark
4888.wav,street_music
4889.wav,drilling
4890.wav,jackhammer
4894.wav,dog_bark
4895.wav,dog_bark
4896.wav,drilling
4899.wav,jackhammer
4900.wav,drilling
4902.wav,street_music
4903.wav,dog_bark
4904.wav,children_playing
4905.wav,children_playing
4906.wav,drilling
4907.wav,children_playing
4909.wav,air_conditioner
4911.wav,drilling
4912.wav,siren
4913.wav,street_music
4914.wav,street_music
4916.wav,dog_bark
4917.wav,air_conditioner
4918.wav,siren
4919.wav,air_conditioner
4920.wav,drilling
4921.wav,dog_bark
4923.wav,gun_shot
4924.wav,air_conditioner
4925.wav,street_music
4926.wav,siren
4927.wav,car_horn
4928.wav,air_conditioner
4931.wav,air_conditioner
4934.wav,car_horn
4937.wav,children_playing
4938.wav,air_conditioner
4940.wav,jackhammer
4942.wav,children_playing
4943.wav,gun_shot
4945.wav,jackhammer
4947.wav,children_playing
4948.wav,jackhammer
4950.wav,dog_bark
4952.wav,drilling
4953.wav,gun_shot
4956.wav,children_playing
4959.wav,drilling
4960.wav,children_playing
4961.wav,street_music
4962.wav,street_music
4963.wav,engine_idling
4964.wav,jackhammer
4965.wav,drilling
4966.wav,children_playing
4968.wav,drilling
4970.wav,air_conditioner
4972.wav,air_conditioner
4973.wav,drilling
4974.wav,dog_bark
4976.wav,siren
4984.wav,air_conditioner
4985.wav,car_horn
4986.wav,car_horn
4988.wav,air_conditioner
4989.wav,engine_idling
4990.wav,dog_bark
4991.wav,air_conditioner
4992.wav,children_playing
4993.wav,car_horn
4994.wav,gun_shot
4996.wav,children_playing
4997.wav,drilling
5001.wav,drilling
5002.wav,dog_bark
5003.wav,siren
5004.wav,siren
5005.wav,siren
5010.wav,siren
5011.wav,engine_idling
5013.wav,dog_bark
5017.wav,gun_shot
5019.wav,children_playing
5021.wav,street_music
5022.wav,street_music
5023.wav,drilling
5025.wav,street_music
5028.wav,dog_bark
5029.wav,children_playing
5031.wav,siren
5032.wav,air_conditioner
5033.wav,jackhammer
5034.wav,drilling
5035.wav,jackhammer
5037.wav,dog_bark
5038.wav,jackhammer
5040.wav,engine_idling
5042.wav,street_music
5043.wav,dog_bark
5044.wav,car_horn
5045.wav,jackhammer
5046.wav,children_playing
5049.wav,engine_idling
5051.wav,drilling
5052.wav,children_playing
5055.wav,children_playing
5057.wav,jackhammer
5058.wav,children_playing
5059.wav,dog_bark
5060.wav,air_conditioner
5063.wav,siren
5064.wav,drilling
5065.wav,dog_bark
5067.wav,siren
5068.wav,dog_bark
5069.wav,siren
5071.wav,car_horn
5072.wav,air_conditioner
5073.wav,street_music
5074.wav,engine_idling
5075.wav,dog_bark
5076.wav,air_conditioner
5077.wav,jackhammer
5081.wav,street_music
5082.wav,jackhammer
5084.wav,drilling
5085.wav,children_playing
5088.wav,street_music
5089.wav,children_playing
5092.wav,drilling
5094.wav,siren
5095.wav,siren
5096.wav,drilling
5099.wav,siren
5100.wav,air_conditioner
5103.wav,engine_idling
5106.wav,jackhammer
5107.wav,car_horn
5109.wav,street_music
5110.wav,jackhammer
5112.wav,drilling
5114.wav,children_playing
5117.wav,street_music
5118.wav,jackhammer
5119.wav,drilling
5121.wav,children_playing
5122.wav,children_playing
5125.wav,street_music
5127.wav,children_playing
5128.wav,dog_bark
5129.wav,engine_idling
5130.wav,air_conditioner
5132.wav,car_horn
5133.wav,siren
5134.wav,jackhammer
5135.wav,drilling
5138.wav,children_playing
5140.wav,dog_bark
5141.wav,engine_idling
5142.wav,siren
5146.wav,children_playing
5147.wav,dog_bark
5148.wav,jackhammer
5149.wav,street_music
5151.wav,drilling
5154.wav,street_music
5157.wav,children_playing
5158.wav,gun_shot
5159.wav,children_playing
5165.wav,engine_idling
5169.wav,dog_bark
5171.wav,street_music
5172.wav,gun_shot
5173.wav,air_conditioner
5174.wav,air_conditioner
5175.wav,children_playing
5176.wav,car_horn
5177.wav,engine_idling
5178.wav,car_horn
5180.wav,jackhammer
5181.wav,dog_bark
5183.wav,jackhammer
5186.wav,street_music
5188.wav,jackhammer
5189.wav,jackhammer
5190.wav,jackhammer
5191.wav,children_playing
5195.wav,air_conditioner
5196.wav,children_playing
5198.wav,drilling
5199.wav,air_conditioner
5200.wav,jackhammer
5201.wav,engine_idling
5202.wav,street_music
5205.wav,jackhammer
5206.wav,dog_bark
5209.wav,street_music
5210.wav,drilling
5211.wav,engine_idling
5214.wav,siren
5216.wav,air_conditioner
5217.wav,air_conditioner
5218.wav,siren
5219.wav,car_horn
5221.wav,drilling
5223.wav,jackhammer
5225.wav,dog_bark
5226.wav,jackhammer
5227.wav,dog_bark
5228.wav,drilling
5233.wav,jackhammer
5234.wav,siren
5236.wav,car_horn
5237.wav,street_music
5239.wav,jackhammer
5241.wav,dog_bark
5243.wav,jackhammer
5244.wav,engine_idling
5246.wav,street_music
5247.wav,jackhammer
5248.wav,jackhammer
5251.wav,street_music
5253.wav,drilling
5255.wav,drilling
5257.wav,engine_idling
5259.wav,air_conditioner
5262.wav,engine_idling
5263.wav,children_playing
5264.wav,air_conditioner
5265.wav,siren
5266.wav,children_playing
5268.wav,jackhammer
5270.wav,drilling
5271.wav,gun_shot
5272.wav,drilling
5277.wav,jackhammer
5278.wav,jackhammer
5279.wav,street_music
5281.wav,drilling
5283.wav,engine_idling
5284.wav,siren
5289.wav,street_music
5290.wav,engine_idling
5291.wav,car_horn
5292.wav,air_conditioner
5294.wav,street_music
5297.wav,dog_bark
5299.wav,car_horn
5302.wav,jackhammer
5304.wav,jackhammer
5307.wav,engine_idling
5308.wav,engine_idling
5309.wav,children_playing
5310.wav,dog_bark
5312.wav,car_horn
5313.wav,gun_shot
5314.wav,siren
5315.wav,engine_idling
5316.wav,jackhammer
5319.wav,street_music
5320.wav,street_music
5321.wav,siren
5322.wav,gun_shot
5323.wav,air_conditioner
5324.wav,children_playing
5326.wav,dog_bark
5328.wav,dog_bark
5329.wav,dog_bark
5331.wav,street_music
5333.wav,air_conditioner
5336.wav,engine_idling
5338.wav,jackhammer
5340.wav,street_music
5343.wav,car_horn
5344.wav,air_conditioner
5345.wav,drilling
5347.wav,air_conditioner
5348.wav,dog_bark
5350.wav,jackhammer
5351.wav,air_conditioner
5352.wav,siren
5353.wav,gun_shot
5356.wav,jackhammer
5357.wav,drilling
5359.wav,jackhammer
5360.wav,dog_bark
5361.wav,dog_bark
5364.wav,dog_bark
5369.wav,street_music
5370.wav,drilling
5371.wav,car_horn
5373.wav,car_horn
5374.wav,jackhammer
5376.wav,dog_bark
5378.wav,gun_shot
5380.wav,siren
5382.wav,drilling
5384.wav,engine_idling
5385.wav,dog_bark
5389.wav,engine_idling
5390.wav,engine_idling
5391.wav,street_music
5394.wav,air_conditioner
5395.wav,siren
5397.wav,engine_idling
5398.wav,air_conditioner
5400.wav,car_horn
5403.wav,jackhammer
5405.wav,gun_shot
5406.wav,air_conditioner
5407.wav,children_playing
5409.wav,gun_shot
5411.wav,street_music
5412.wav,jackhammer
5414.wav,dog_bark
5415.wav,children_playing
5416.wav,engine_idling
5417.wav,drilling
5418.wav,street_music
5423.wav,drilling
5426.wav,car_horn
5427.wav,siren
5429.wav,street_music
5432.wav,air_conditioner
5433.wav,drilling
5435.wav,street_music
5436.wav,children_playing
5437.wav,engine_idling
5438.wav,street_music
5441.wav,jackhammer
5444.wav,siren
5445.wav,siren
5447.wav,air_conditioner
5448.wav,car_horn
5452.wav,jackhammer
5456.wav,siren
5459.wav,air_conditioner
5460.wav,car_horn
5461.wav,siren
5465.wav,engine_idling
5466.wav,engine_idling
5472.wav,air_conditioner
5473.wav,air_conditioner
5476.wav,street_music
5477.wav,siren
5480.wav,siren
5481.wav,dog_bark
5483.wav,street_music
5486.wav,air_conditioner
5487.wav,children_playing
5488.wav,children_playing
5489.wav,siren
5492.wav,drilling
5493.wav,air_conditioner
5494.wav,jackhammer
5495.wav,siren
5497.wav,car_horn
5498.wav,engine_idling
5499.wav,street_music
5503.wav,engine_idling
5504.wav,jackhammer
5505.wav,siren
5507.wav,gun_shot
5508.wav,air_conditioner
5509.wav,street_music
5511.wav,air_conditioner
5512.wav,siren
5513.wav,gun_shot
5514.wav,dog_bark
5515.wav,car_horn
5518.wav,engine_idling
5519.wav,engine_idling
5521.wav,street_music
5522.wav,engine_idling
5523.wav,street_music
5524.wav,car_horn
5526.wav,air_conditioner
5528.wav,drilling
5530.wav,dog_bark
5533.wav,street_music
5534.wav,children_playing
5535.wav,jackhammer
5537.wav,children_playing
5540.wav,engine_idling
5542.wav,air_conditioner
5543.wav,street_music
5544.wav,children_playing
5545.wav,children_playing
5546.wav,dog_bark
5547.wav,siren
5548.wav,children_playing
5553.wav,gun_shot
5554.wav,siren
5556.wav,children_playing
5557.wav,drilling
5558.wav,siren
5559.wav,air_conditioner
5560.wav,children_playing
5561.wav,jackhammer
5562.wav,children_playing
5564.wav,engine_idling
5565.wav,air_conditioner
5566.wav,children_playing
5570.wav,drilling
5571.wav,air_conditioner
5572.wav,engine_idling
5574.wav,car_horn
5577.wav,dog_bark
5582.wav,engine_idling
5583.wav,jackhammer
5585.wav,gun_shot
5586.wav,jackhammer
5587.wav,car_horn
5588.wav,dog_bark
5589.wav,car_horn
5592.wav,drilling
5594.wav,siren
5597.wav,jackhammer
5598.wav,siren
5599.wav,children_playing
5600.wav,drilling
5601.wav,engine_idling
5605.wav,car_horn
5607.wav,engine_idling
5609.wav,children_playing
5610.wav,dog_bark
5611.wav,street_music
5612.wav,jackhammer
5613.wav,siren
5614.wav,drilling
5615.wav,gun_shot
5616.wav,air_conditioner
5619.wav,air_conditioner
5623.wav,drilling
5624.wav,children_playing
5625.wav,engine_idling
5626.wav,children_playing
5627.wav,engine_idling
5628.wav,drilling
5631.wav,engine_idling
5634.wav,car_horn
5635.wav,jackhammer
5637.wav,siren
5638.wav,siren
5639.wav,dog_bark
5640.wav,jackhammer
5641.wav,gun_shot
5642.wav,street_music
5644.wav,dog_bark
5645.wav,dog_bark
5649.wav,gun_shot
5650.wav,jackhammer
5652.wav,street_music
5653.wav,drilling
5654.wav,car_horn
5655.wav,jackhammer
5658.wav,siren
5659.wav,engine_idling
5660.wav,dog_bark
5661.wav,children_playing
5662.wav,drilling
5663.wav,siren
5664.wav,air_conditioner
5668.wav,air_conditioner
5669.wav,car_horn
5670.wav,gun_shot
5671.wav,jackhammer
5672.wav,dog_bark
5673.wav,air_conditioner
5676.wav,street_music
5678.wav,air_conditioner
5680.wav,jackhammer
5681.wav,children_playing
5682.wav,engine_idling
5683.wav,dog_bark
5684.wav,street_music
5687.wav,car_horn
5689.wav,street_music
5690.wav,dog_bark
5691.wav,air_conditioner
5692.wav,jackhammer
5695.wav,drilling
5697.wav,siren
5698.wav,gun_shot
5699.wav,air_conditioner
5701.wav,siren
5702.wav,air_conditioner
5704.wav,street_music
5705.wav,drilling
5706.wav,street_music
5707.wav,jackhammer
5709.wav,siren
5710.wav,dog_bark
5711.wav,jackhammer
5712.wav,jackhammer
5713.wav,car_horn
5714.wav,children_playing
5715.wav,drilling
5716.wav,jackhammer
5719.wav,jackhammer
5721.wav,dog_bark
5722.wav,jackhammer
5723.wav,drilling
5724.wav,dog_bark
5725.wav,drilling
5726.wav,engine_idling
5730.wav,air_conditioner
5731.wav,engine_idling
5732.wav,engine_idling
5733.wav,children_playing
5734.wav,children_playing
5735.wav,children_playing
5736.wav,jackhammer
5739.wav,car_horn
5740.wav,jackhammer
5741.wav,children_playing
5742.wav,engine_idling
5744.wav,siren
5745.wav,dog_bark
5746.wav,gun_shot
5750.wav,street_music
5751.wav,engine_idling
5755.wav,jackhammer
5757.wav,children_playing
5758.wav,car_horn
5760.wav,air_conditioner
5761.wav,street_music
5762.wav,gun_shot
5763.wav,children_playing
5764.wav,jackhammer
5765.wav,car_horn
5767.wav,street_music
5768.wav,jackhammer
5769.wav,drilling
5770.wav,jackhammer
5771.wav,street_music
5772.wav,siren
5773.wav,jackhammer
5774.wav,engine_idling
5778.wav,street_music
5780.wav,dog_bark
5783.wav,car_horn
5784.wav,engine_idling
5786.wav,children_playing
5788.wav,drilling
5790.wav,air_conditioner
5791.wav,engine_idling
5796.wav,gun_shot
5799.wav,siren
5800.wav,jackhammer
5802.wav,siren
5806.wav,jackhammer
5808.wav,children_playing
5813.wav,engine_idling
5815.wav,car_horn
5816.wav,air_conditioner
5817.wav,gun_shot
5818.wav,dog_bark
5820.wav,drilling
5822.wav,drilling
5824.wav,siren
5825.wav,children_playing
5826.wav,siren
5827.wav,jackhammer
5829.wav,jackhammer
5832.wav,engine_idling
5833.wav,car_horn
5835.wav,air_conditioner
5837.wav,children_playing
5840.wav,siren
5841.wav,children_playing
5842.wav,car_horn
5844.wav,children_playing
5847.wav,dog_bark
5848.wav,street_music
5850.wav,air_conditioner
5851.wav,gun_shot
5852.wav,engine_idling
5854.wav,dog_bark
5856.wav,children_playing
5857.wav,street_music
5858.wav,children_playing
5859.wav,children_playing
5862.wav,dog_bark
5863.wav,children_playing
5864.wav,jackhammer
5865.wav,car_horn
5867.wav,engine_idling
5869.wav,jackhammer
5870.wav,jackhammer
5871.wav,street_music
5874.wav,children_playing
5876.wav,air_conditioner
5877.wav,jackhammer
5879.wav,engine_idling
5881.wav,engine_idling
5882.wav,engine_idling
5886.wav,jackhammer
5887.wav,air_conditioner
5888.wav,dog_bark
5889.wav,engine_idling
5890.wav,dog_bark
5891.wav,engine_idling
5892.wav,siren
5893.wav,children_playing
5897.wav,children_playing
5900.wav,jackhammer
5901.wav,air_conditioner
5902.wav,children_playing
5903.wav,drilling
5904.wav,air_conditioner
5906.wav,dog_bark
5907.wav,dog_bark
5908.wav,siren
5909.wav,siren
5912.wav,dog_bark
5914.wav,dog_bark
5915.wav,drilling
5917.wav,children_playing
5918.wav,street_music
5921.wav,engine_idling
5922.wav,children_playing
5925.wav,street_music
5926.wav,street_music
5927.wav,dog_bark
5928.wav,jackhammer
5932.wav,street_music
5933.wav,dog_bark
5934.wav,engine_idling
5936.wav,siren
5937.wav,siren
5940.wav,street_music
5941.wav,engine_idling
5942.wav,children_playing
5943.wav,dog_bark
5944.wav,dog_bark
5947.wav,jackhammer
5948.wav,dog_bark
5949.wav,car_horn
5950.wav,engine_idling
5951.wav,jackhammer
5952.wav,dog_bark
5953.wav,drilling
5954.wav,jackhammer
5957.wav,jackhammer
5960.wav,street_music
5962.wav,dog_bark
5963.wav,dog_bark
5964.wav,drilling
5966.wav,siren
5968.wav,street_music
5976.wav,jackhammer
5977.wav,street_music
5980.wav,air_conditioner
5982.wav,jackhammer
5983.wav,dog_bark
5984.wav,children_playing
5985.wav,drilling
5988.wav,engine_idling
5989.wav,dog_bark
5990.wav,drilling
5992.wav,dog_bark
5994.wav,jackhammer
5995.wav,gun_shot
5996.wav,dog_bark
5997.wav,children_playing
5999.wav,drilling
6001.wav,street_music
6002.wav,jackhammer
6003.wav,dog_bark
6004.wav,siren
6005.wav,engine_idling
6007.wav,jackhammer
6009.wav,drilling
6010.wav,air_conditioner
6012.wav,gun_shot
6013.wav,street_music
6014.wav,drilling
6015.wav,engine_idling
6016.wav,siren
6017.wav,street_music
6019.wav,engine_idling
6020.wav,engine_idling
6021.wav,jackhammer
6022.wav,jackhammer
6023.wav,siren
6025.wav,street_music
6026.wav,gun_shot
6027.wav,gun_shot
6029.wav,jackhammer
6030.wav,air_conditioner
6031.wav,siren
6033.wav,children_playing
6034.wav,jackhammer
6035.wav,drilling
6040.wav,dog_bark
6041.wav,jackhammer
6046.wav,car_horn
6047.wav,jackhammer
6049.wav,dog_bark
6050.wav,air_conditioner
6051.wav,gun_shot
6053.wav,jackhammer
6054.wav,car_horn
6055.wav,engine_idling
6056.wav,jackhammer
6059.wav,dog_bark
6061.wav,street_music
6063.wav,drilling
6066.wav,air_conditioner
6068.wav,street_music
6070.wav,gun_shot
6072.wav,jackhammer
6074.wav,drilling
6077.wav,siren
6079.wav,air_conditioner
6080.wav,air_conditioner
6081.wav,jackhammer
6082.wav,car_horn
6083.wav,air_conditioner
6085.wav,engine_idling
6086.wav,siren
6087.wav,dog_bark
6088.wav,dog_bark
6089.wav,siren
6091.wav,dog_bark
6092.wav,drilling
6094.wav,street_music
6095.wav,engine_idling
6096.wav,children_playing
6098.wav,dog_bark
6099.wav,jackhammer
6100.wav,engine_idling
6101.wav,children_playing
6103.wav,siren
6104.wav,siren
6107.wav,jackhammer
6108.wav,engine_idling
6109.wav,street_music
6115.wav,drilling
6116.wav,children_playing
6117.wav,jackhammer
6118.wav,jackhammer
6119.wav,drilling
6120.wav,dog_bark
6121.wav,gun_shot
6123.wav,dog_bark
6129.wav,children_playing
6130.wav,siren
6131.wav,air_conditioner
6132.wav,drilling
6133.wav,air_conditioner
6134.wav,engine_idling
6136.wav,children_playing
6137.wav,siren
6138.wav,drilling
6139.wav,dog_bark
6140.wav,dog_bark
6141.wav,gun_shot
6142.wav,engine_idling
6144.wav,children_playing
6145.wav,siren
6149.wav,siren
6151.wav,engine_idling
6152.wav,engine_idling
6153.wav,car_horn
6154.wav,street_music
6156.wav,siren
6158.wav,street_music
6159.wav,jackhammer
6160.wav,street_music
6161.wav,dog_bark
